Timestamp: 12/dez/2018 9:08:35
NumberOfPlayers: 3
PlayerFiveMindset: Random
PlayerFourMindset: Defensive
PlayerOneMindset: Smart
PlayerSixMindset: Random
PlayerThreeMindset: Smart
PlayerTwoMindset: Aggressive


run,tick,RngSeed,finalResut,diceChosen,attackingTerritoryPieces,defendingTerritoryPieces,territoryAmount
1,4177495.0,1544605714695,1,3,4,1,23
1,4177497.0,1544605714695,1,1,2,1,23
1,4177499.0,1544605714695,1,3,4,1,23
1,4177501.0,1544605714695,1,3,4,1,23
1,4177503.0,1544605714695,1,3,4,1,24
1,4177505.0,1544605714695,1,3,3,1,24
1,4177507.0,1544605714695,1,3,3,1,24
1,4177509.0,1544605714695,1,3,3,1,24
1,4177511.0,1544605714695,1,3,3,1,24
1,4177513.0,1544605714695,1,3,3,1,25
1,4177515.0,1544605714695,1,3,3,1,25
1,4177517.0,1544605714695,1,1,2,1,25
1,4177519.0,1544605714695,1,1,2,1,26
1,4177521.0,1544605714695,1,1,2,1,26
1,4177523.0,1544605714695,2,3,3,1,13
1,4177524.0,1544605714695,2,3,3,1,13
1,4177525.0,1544605714695,2,3,3,1,13
1,4177527.0,1544605714695,2,3,3,1,14
1,4177529.0,1544605714695,2,3,3,1,14
1,4177531.0,1544605714695,2,3,3,1,14
1,4177533.0,1544605714695,2,3,3,1,14
1,4177535.0,1544605714695,2,3,3,1,14
1,4177537.0,1544605714695,2,1,2,1,14
1,4177539.0,1544605714695,2,1,2,1,14
1,4177541.0,1544605714695,2,1,2,1,14
1,4177543.0,1544605714695,3,3,2,1,3
1,4177545.0,1544605714695,3,3,2,1,3
1,4177547.0,1544605714695,3,3,2,1,3
1,4177549.0,1544605714695,3,3,2,1,3
1,4177551.0,1544605714695,3,3,2,1,4
1,4177553.0,1544605714695,3,3,2,1,4
1,4177555.0,1544605714695,3,3,2,1,4
1,4177557.0,1544605714695,3,3,2,1,5
1,4177559.0,1544605714695,3,3,2,1,5
1,4177561.0,1544605714695,1,3,4,1,23
1,4177562.0,1544605714695,1,3,4,1,23
1,4177563.0,1544605714695,1,3,4,1,23
1,4177565.0,1544605714695,1,3,4,1,23
1,4177567.0,1544605714695,1,3,4,1,23
1,4177569.0,1544605714695,1,3,3,1,23
1,4177571.0,1544605714695,1,3,3,1,24
1,4177573.0,1544605714695,1,3,3,1,24
1,4177575.0,1544605714695,1,3,3,1,24
1,4177577.0,1544605714695,1,3,3,1,25
1,4177579.0,1544605714695,1,3,3,1,25
1,4177581.0,1544605714695,1,3,3,1,25
1,4177583.0,1544605714695,1,3,3,1,26
1,4177585.0,1544605714695,1,3,3,1,26
1,4177587.0,1544605714695,1,3,3,1,26
1,4177588.0,1544605714695,1,3,3,1,26
1,4177589.0,1544605714695,1,3,3,1,26
1,4177591.0,1544605714695,1,3,3,1,27
1,4177593.0,1544605714695,1,3,3,1,27
1,4177595.0,1544605714695,1,3,3,1,27
1,4177597.0,1544605714695,1,3,3,1,28
1,4177599.0,1544605714695,1,3,3,1,28
1,4177601.0,1544605714695,1,1,2,1,28
1,4177603.0,1544605714695,1,1,2,1,28
1,4177605.0,1544605714695,1,1,2,1,28
1,4177607.0,1544605714695,1,1,2,1,28
1,4177609.0,1544605714695,1,1,2,1,28
1,4177611.0,1544605714695,1,1,2,1,28
1,4177613.0,1544605714695,2,1,2,1,12
1,4177614.0,1544605714695,2,1,2,1,12
1,4177615.0,1544605714695,2,1,2,1,12
1,4177617.0,1544605714695,2,1,2,1,12
1,4177619.0,1544605714695,2,1,2,1,12
1,4177621.0,1544605714695,2,1,2,1,12
1,4177623.0,1544605714695,2,1,2,1,12
1,4177625.0,1544605714695,2,1,2,1,12
1,4177627.0,1544605714695,2,1,2,1,12
1,4177629.0,1544605714695,2,1,2,1,12
1,4177631.0,1544605714695,2,1,2,1,12
1,4177633.0,1544605714695,2,1,2,1,12
1,4177635.0,1544605714695,2,1,2,1,12
1,4177637.0,1544605714695,2,1,2,1,12
1,4177639.0,1544605714695,2,1,2,1,12
1,4177641.0,1544605714695,2,1,2,1,12
1,4177643.0,1544605714695,2,1,2,1,12
1,4177645.0,1544605714695,2,1,2,1,12
1,4177647.0,1544605714695,2,1,2,1,12
1,4177649.0,1544605714695,2,1,2,1,12
1,4177651.0,1544605714695,3,3,4,1,2
1,4177653.0,1544605714695,3,3,4,1,3
1,4177655.0,1544605714695,3,3,4,1,3
1,4177657.0,1544605714695,3,3,2,1,3
1,4177658.0,1544605714695,3,3,5,1,3
1,4177660.0,1544605714695,3,3,5,1,3
1,4177662.0,1544605714695,3,3,5,1,3
1,4177664.0,1544605714695,3,3,3,1,3
1,4177666.0,1544605714695,1,3,6,1,27
1,4177667.0,1544605714695,1,3,6,1,27
1,4177668.0,1544605714695,1,3,6,1,27
1,4177670.0,1544605714695,1,3,6,1,28
1,4177672.0,1544605714695,1,3,6,1,28
1,4177674.0,1544605714695,1,3,3,1,28
1,4177676.0,1544605714695,1,3,6,1,28
1,4177677.0,1544605714695,1,3,6,1,28
1,4177679.0,1544605714695,1,3,6,1,29
1,4177681.0,1544605714695,1,3,6,1,29
1,4177683.0,1544605714695,1,3,6,1,29
1,4177685.0,1544605714695,1,3,6,1,30
1,4177687.0,1544605714695,1,3,6,1,30
1,4177689.0,1544605714695,1,3,6,1,30
1,4177691.0,1544605714695,1,3,6,1,31
1,4177693.0,1544605714695,1,3,6,1,31
1,4177695.0,1544605714695,1,1,2,1,31
1,4177697.0,1544605714695,1,1,2,1,31
2,3165983.0,1544605721629,1,3,3,4,14
2,3165985.0,1544605721629,1,3,3,4,14
2,3165986.0,1544605721629,1,3,3,4,14
2,3165988.0,1544605721629,1,3,3,4,14
2,3165990.0,1544605721629,1,3,3,4,14
2,3165992.0,1544605721629,1,1,2,3,14
2,3165994.0,1544605721629,1,1,2,1,14
2,3165996.0,1544605721629,1,3,3,1,14
2,3165998.0,1544605721629,1,3,3,1,15
2,3166000.0,1544605721629,1,3,3,1,15
2,3166002.0,1544605721629,1,3,3,3,15
2,3166003.0,1544605721629,1,3,3,3,15
2,3166005.0,1544605721629,1,3,3,3,15
2,3166007.0,1544605721629,1,3,3,3,15
2,3166008.0,1544605721629,1,3,3,3,15
2,3166010.0,1544605721629,1,3,3,3,15
2,3166012.0,1544605721629,1,3,3,3,16
2,3166013.0,1544605721629,1,3,3,1,16
2,3166015.0,1544605721629,1,1,2,3,16
2,3166017.0,1544605721629,1,1,2,3,16
2,3166019.0,1544605721629,1,1,2,3,16
2,3166021.0,1544605721629,1,1,2,2,16
2,3166023.0,1544605721629,1,1,2,2,16
2,3166025.0,1544605721629,1,1,2,2,16
2,3166026.0,1544605721629,1,1,2,2,16
2,3166028.0,1544605721629,1,3,3,3,16
2,3166030.0,1544605721629,1,3,3,3,16
2,3166032.0,1544605721629,1,3,3,3,17
2,3166034.0,1544605721629,1,1,2,2,17
2,3166036.0,1544605721629,1,1,2,2,17
2,3166037.0,1544605721629,1,1,2,2,17
2,3166039.0,1544605721629,1,1,2,1,17
2,3166041.0,1544605721629,1,1,2,1,17
2,3166043.0,1544605721629,1,1,2,3,17
2,3166045.0,1544605721629,1,1,2,3,17
2,3166046.0,1544605721629,1,1,2,3,17
2,3166048.0,1544605721629,1,1,2,5,17
2,3166050.0,1544605721629,1,1,2,5,17
2,3166052.0,1544605721629,1,1,2,5,17
2,3166054.0,1544605721629,1,1,2,4,17
2,3166056.0,1544605721629,2,3,6,1,11
2,3166057.0,1544605721629,2,3,6,1,11
2,3166058.0,1544605721629,2,3,6,1,11
2,3166060.0,1544605721629,2,3,6,1,12
2,3166062.0,1544605721629,2,3,6,1,12
2,3166064.0,1544605721629,2,3,4,1,12
2,3166066.0,1544605721629,2,2,6,2,12
2,3166068.0,1544605721629,2,2,6,2,12
2,3166069.0,1544605721629,2,2,6,2,12
2,3166071.0,1544605721629,2,3,5,1,12
2,3166073.0,1544605721629,2,3,5,1,12
2,3166075.0,1544605721629,2,3,5,1,13
2,3166077.0,1544605721629,2,3,6,3,13
2,3166079.0,1544605721629,2,3,6,3,13
2,3166081.0,1544605721629,2,3,6,3,13
2,3166082.0,1544605721629,2,3,3,1,13
2,3166084.0,1544605721629,2,3,3,1,14
2,3166086.0,1544605721629,2,3,3,1,14
2,3166088.0,1544605721629,2,2,3,2,14
2,3166090.0,1544605721629,2,2,3,2,14
2,3166091.0,1544605721629,2,2,3,2,14
2,3166093.0,1544605721629,2,1,2,1,14
2,3166095.0,1544605721629,2,1,2,1,15
2,3166097.0,1544605721629,2,1,2,1,15
2,3166099.0,1544605721629,3,3,3,1,13
2,3166101.0,1544605721629,3,3,3,1,13
2,3166103.0,1544605721629,3,3,3,1,13
2,3166105.0,1544605721629,3,3,3,1,13
2,3166106.0,1544605721629,3,3,3,1,13
2,3166107.0,1544605721629,3,3,3,1,13
2,3166109.0,1544605721629,3,3,3,1,14
2,3166111.0,1544605721629,3,3,3,1,14
2,3166113.0,1544605721629,3,3,4,1,14
2,3166115.0,1544605721629,3,3,4,1,15
2,3166117.0,1544605721629,3,3,4,1,15
2,3166119.0,1544605721629,3,3,4,1,15
2,3166121.0,1544605721629,3,3,4,1,16
2,3166123.0,1544605721629,3,3,4,1,16
2,3166125.0,1544605721629,3,3,3,1,16
2,3166127.0,1544605721629,3,3,3,1,16
2,3166129.0,1544605721629,3,3,3,1,16
2,3166131.0,1544605721629,3,3,3,1,16
2,3166133.0,1544605721629,3,3,3,1,17
2,3166135.0,1544605721629,3,3,3,1,17
2,3166137.0,1544605721629,3,3,2,1,17
2,3166139.0,1544605721629,3,3,2,1,17
2,3166141.0,1544605721629,3,3,2,1,17
2,3166144.0,1544605721629,1,3,3,1,12
2,3166146.0,1544605721629,1,3,3,1,13
2,3166148.0,1544605721629,1,3,3,1,13
2,3166150.0,1544605721629,1,1,2,1,13
2,3166151.0,1544605721629,1,1,2,1,13
2,3166152.0,1544605721629,1,1,2,1,13
2,3166154.0,1544605721629,1,1,2,1,14
2,3166156.0,1544605721629,1,1,2,1,14
2,3166158.0,1544605721629,1,1,2,1,14
2,3166160.0,1544605721629,1,1,2,1,14
2,3166162.0,1544605721629,1,1,2,1,14
2,3166164.0,1544605721629,1,1,2,1,14
2,3166166.0,1544605721629,1,1,2,1,15
2,3166168.0,1544605721629,1,1,2,1,15
2,3166170.0,1544605721629,1,1,2,1,15
2,3166172.0,1544605721629,1,1,2,1,16
2,3166174.0,1544605721629,1,1,2,1,16
2,3166176.0,1544605721629,1,1,2,1,16
2,3166178.0,1544605721629,1,1,2,1,16
2,3166180.0,1544605721629,1,1,2,1,16
2,3166182.0,1544605721629,2,3,3,1,11
2,3166183.0,1544605721629,2,3,3,1,11
2,3166184.0,1544605721629,2,3,3,1,11
2,3166186.0,1544605721629,2,3,3,1,12
2,3166188.0,1544605721629,2,3,3,1,12
2,3166190.0,1544605721629,2,3,3,1,12
2,3166192.0,1544605721629,2,3,3,1,12
2,3166194.0,1544605721629,2,3,3,1,12
2,3166196.0,1544605721629,2,3,3,1,12
2,3166198.0,1544605721629,2,3,3,1,13
2,3166200.0,1544605721629,2,3,3,1,13
2,3166202.0,1544605721629,2,2,3,2,13
2,3166204.0,1544605721629,2,2,3,2,13
2,3166206.0,1544605721629,2,2,3,2,13
2,3166208.0,1544605721629,3,3,4,1,15
2,3166210.0,1544605721629,3,3,4,1,16
2,3166212.0,1544605721629,3,3,4,1,16
2,3166214.0,1544605721629,3,3,4,1,16
2,3166215.0,1544605721629,3,3,4,1,16
2,3166216.0,1544605721629,3,3,4,1,16
2,3166218.0,1544605721629,3,3,4,1,17
2,3166220.0,1544605721629,3,3,4,1,17
2,3166222.0,1544605721629,3,3,4,1,17
2,3166224.0,1544605721629,3,3,4,1,18
2,3166226.0,1544605721629,3,3,4,1,18
2,3166228.0,1544605721629,3,3,3,1,18
2,3166230.0,1544605721629,3,3,3,1,19
2,3166232.0,1544605721629,3,3,3,1,19
2,3166234.0,1544605721629,3,3,3,1,19
2,3166236.0,1544605721629,3,3,3,1,19
2,3166238.0,1544605721629,3,3,3,1,19
2,3166240.0,1544605721629,3,3,2,1,19
2,3166242.0,1544605721629,3,3,2,1,20
2,3166244.0,1544605721629,3,3,2,1,20
2,3166246.0,1544605721629,3,3,2,1,20
2,3166248.0,1544605721629,3,3,2,1,20
2,3166250.0,1544605721629,3,3,2,1,20
2,3166252.0,1544605721629,1,1,2,1,11
2,3166253.0,1544605721629,1,1,2,1,11
2,3166254.0,1544605721629,1,1,2,1,11
2,3166256.0,1544605721629,1,1,2,1,11
2,3166258.0,1544605721629,1,1,2,1,11
2,3166260.0,1544605721629,1,1,2,1,11
2,3166262.0,1544605721629,1,1,2,1,11
2,3166264.0,1544605721629,1,1,2,1,11
2,3166266.0,1544605721629,1,1,2,1,11
2,3166268.0,1544605721629,1,1,2,1,11
2,3166270.0,1544605721629,1,1,2,1,11
2,3166272.0,1544605721629,2,1,2,1,11
2,3166274.0,1544605721629,2,1,2,1,11
2,3166276.0,1544605721629,2,1,2,1,11
2,3166278.0,1544605721629,2,1,2,1,11
2,3166280.0,1544605721629,2,1,2,1,11
2,3166282.0,1544605721629,2,1,2,1,11
2,3166284.0,1544605721629,2,1,2,1,11
2,3166285.0,1544605721629,2,1,2,1,11
2,3166286.0,1544605721629,2,1,2,1,11
2,3166288.0,1544605721629,2,1,2,1,12
2,3166290.0,1544605721629,2,1,2,1,12
2,3166292.0,1544605721629,2,1,2,1,12
2,3166294.0,1544605721629,2,1,2,1,12
2,3166296.0,1544605721629,2,1,2,1,12
2,3166298.0,1544605721629,3,3,3,1,20
2,3166300.0,1544605721629,3,3,3,1,21
2,3166302.0,1544605721629,3,3,3,1,21
2,3166304.0,1544605721629,3,3,3,1,21
2,3166306.0,1544605721629,3,3,3,1,22
2,3166308.0,1544605721629,3,3,3,1,22
2,3166310.0,1544605721629,3,3,3,1,22
2,3166311.0,1544605721629,3,3,3,1,22
2,3166312.0,1544605721629,3,3,3,1,22
2,3166314.0,1544605721629,3,3,3,1,23
2,3166316.0,1544605721629,3,3,3,1,23
2,3166318.0,1544605721629,3,3,3,1,23
2,3166320.0,1544605721629,3,3,3,1,24
2,3166322.0,1544605721629,3,3,3,1,24
2,3166324.0,1544605721629,3,3,3,1,24
2,3166326.0,1544605721629,3,3,3,1,25
2,3166328.0,1544605721629,3,3,3,1,25
2,3166330.0,1544605721629,3,3,2,1,25
2,3166332.0,1544605721629,3,3,2,1,26
2,3166334.0,1544605721629,3,3,2,1,26
2,3166336.0,1544605721629,1,3,3,1,5
2,3166337.0,1544605721629,1,3,3,1,5
2,3166338.0,1544605721629,1,3,3,1,5
2,3166340.0,1544605721629,1,3,3,1,5
2,3166342.0,1544605721629,1,3,3,1,5
2,3166344.0,1544605721629,1,1,2,1,5
2,3166346.0,1544605721629,1,1,2,1,5
2,3166348.0,1544605721629,1,1,2,1,5
2,3166350.0,1544605721629,1,1,2,1,5
2,3166352.0,1544605721629,1,1,2,1,6
2,3166354.0,1544605721629,1,1,2,1,6
2,3166356.0,1544605721629,1,3,3,1,6
2,3166358.0,1544605721629,1,3,3,1,7
2,3166360.0,1544605721629,1,3,3,1,7
2,3166362.0,1544605721629,1,1,2,1,7
2,3166364.0,1544605721629,1,1,2,1,8
2,3166366.0,1544605721629,1,1,2,1,8
2,3166368.0,1544605721629,2,1,2,1,11
2,3166370.0,1544605721629,2,1,2,1,11
2,3166372.0,1544605721629,2,1,2,1,11
2,3166374.0,1544605721629,2,1,2,1,11
2,3166375.0,1544605721629,2,1,2,1,11
2,3166376.0,1544605721629,2,1,2,1,11
2,3166378.0,1544605721629,2,1,2,1,11
2,3166380.0,1544605721629,2,1,2,1,11
2,3166382.0,1544605721629,2,3,3,1,11
2,3166384.0,1544605721629,2,3,3,1,12
2,3166386.0,1544605721629,2,3,3,1,12
2,3166388.0,1544605721629,2,1,2,1,12
2,3166390.0,1544605721629,2,1,2,1,12
2,3166392.0,1544605721629,2,1,2,1,12
2,3166394.0,1544605721629,2,1,2,1,12
2,3166396.0,1544605721629,2,1,2,1,12
2,3166398.0,1544605721629,2,1,2,1,12
2,3166400.0,1544605721629,2,1,2,1,12
2,3166402.0,1544605721629,2,1,2,1,12
2,3166404.0,1544605721629,2,1,2,1,12
2,3166406.0,1544605721629,3,3,2,1,22
2,3166408.0,1544605721629,3,3,2,1,23
2,3166410.0,1544605721629,3,3,2,1,23
2,3166412.0,1544605721629,3,3,3,1,23
2,3166414.0,1544605721629,3,3,3,1,24
2,3166416.0,1544605721629,3,3,3,1,24
2,3166418.0,1544605721629,3,3,2,1,24
2,3166420.0,1544605721629,3,3,2,1,25
2,3166422.0,1544605721629,3,3,2,1,25
2,3166424.0,1544605721629,3,3,3,1,25
2,3166425.0,1544605721629,3,3,3,1,25
2,3166426.0,1544605721629,3,3,3,1,25
2,3166428.0,1544605721629,3,3,3,1,26
2,3166430.0,1544605721629,3,3,3,1,26
2,3166432.0,1544605721629,3,3,3,1,26
2,3166434.0,1544605721629,3,3,3,1,27
2,3166436.0,1544605721629,3,3,3,1,27
2,3166438.0,1544605721629,3,3,3,1,27
2,3166440.0,1544605721629,3,3,3,1,28
2,3166442.0,1544605721629,3,3,3,1,28
2,3166444.0,1544605721629,3,3,2,1,28
2,3166446.0,1544605721629,3,3,2,1,29
2,3166448.0,1544605721629,3,3,2,1,29
2,3166450.0,1544605721629,3,3,2,1,29
2,3166452.0,1544605721629,3,3,2,1,29
2,3166454.0,1544605721629,3,3,2,1,29
2,3166456.0,1544605721629,3,3,2,3,29
2,3166458.0,1544605721629,3,3,2,3,29
2,3166460.0,1544605721629,3,3,2,3,29
2,3166462.0,1544605721629,1,1,2,1,3
2,3166463.0,1544605721629,1,1,2,1,3
2,3166464.0,1544605721629,1,1,2,1,3
2,3166466.0,1544605721629,1,1,2,1,3
2,3166468.0,1544605721629,1,1,2,1,3
2,3166470.0,1544605721629,1,1,2,1,3
2,3166472.0,1544605721629,1,1,2,1,3
2,3166474.0,1544605721629,1,1,2,1,3
2,3166476.0,1544605721629,1,1,2,1,3
2,3166478.0,1544605721629,1,1,2,1,3
2,3166480.0,1544605721629,1,1,2,1,3
2,3166482.0,1544605721629,2,3,3,1,10
2,3166484.0,1544605721629,2,3,3,1,10
2,3166486.0,1544605721629,2,3,3,1,10
2,3166488.0,1544605721629,2,1,2,1,10
2,3166490.0,1544605721629,2,1,2,1,10
2,3166492.0,1544605721629,2,1,2,1,10
2,3166494.0,1544605721629,2,3,3,1,10
2,3166496.0,1544605721629,2,3,3,1,10
2,3166498.0,1544605721629,2,3,3,1,10
2,3166500.0,1544605721629,2,1,2,1,10
2,3166502.0,1544605721629,2,1,2,1,11
2,3166504.0,1544605721629,2,1,2,1,11
2,3166506.0,1544605721629,2,1,2,1,11
2,3166507.0,1544605721629,2,1,2,1,11
2,3166508.0,1544605721629,2,1,2,1,11
2,3166510.0,1544605721629,2,1,2,1,11
2,3166512.0,1544605721629,2,1,2,1,11
2,3166514.0,1544605721629,3,3,4,1,28
2,3166516.0,1544605721629,3,3,4,1,28
2,3166518.0,1544605721629,3,3,4,1,29
2,3166520.0,1544605721629,3,3,4,1,29
2,3166522.0,1544605721629,3,3,4,1,30
2,3166524.0,1544605721629,3,3,4,1,30
2,3166526.0,1544605721629,3,3,3,1,30
3,4590632.0,1544605727245,2,1,2,3,17
3,4590633.0,1544605727245,2,1,2,3,17
3,4590634.0,1544605727245,2,1,2,3,17
3,4590636.0,1544605727245,2,1,2,3,17
3,4590638.0,1544605727245,2,1,2,3,17
3,4590640.0,1544605727245,2,3,4,3,17
3,4590642.0,1544605727245,2,3,4,3,17
3,4590644.0,1544605727245,2,3,4,3,17
3,4590646.0,1544605727245,2,2,3,2,18
3,4590648.0,1544605727245,2,2,3,2,18
3,4590650.0,1544605727245,2,2,3,2,18
3,4590652.0,1544605727245,2,2,3,2,18
3,4590654.0,1544605727245,2,2,3,2,19
3,4590656.0,1544605727245,2,2,3,2,19
3,4590658.0,1544605727245,2,2,3,2,19
3,4590660.0,1544605727245,2,2,3,2,19
3,4590662.0,1544605727245,2,2,3,2,19
